File,Last Name,First Name,Street Address 1,Street Address 2,City,State,Zip Code,Phone,Email,License Number,License Status,Company Domain,Company,Full Name,County,Issue Date,Expiration Date,Fax Number,DBA Name
http://search.msboc.us/Detail.cfm?ContractorID=25053&ContractorType=Commercial&varDataSource=BOC,,,235 HICKORY AVE.,,HARAHAN,LA,70123,504-908-6688,,21067-SC,,,"JAMES T. BROUSSARD'S PLUMBING, LLC",JAMES BROUSSARD,,04/01/2015,05/11/2020,,
http://search.msboc.us/Detail.cfm?ContractorID=20838&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 127,,CLEVELAND,MS,38732,662-846-2997,,17942-SC,,,"JBH PLUMBING, INC.",JASON HARRIS,BOLIVAR,10/14/2009,11/01/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=22561&ContractorType=Commercial&varDataSource=BOC,,,220 GOODMAN RD EAST,,SOUTHAVEN,MS,38671,901-270-8544,,19115-MC,,,JIJI CONSTRUCTION LLC,MULRAJ VAGHELA,DESOTO,09/07/2011,07/10/2020,662-563-1237,
http://search.msboc.us/Detail.cfm?ContractorID=21920&ContractorType=Commercial&varDataSource=BOC,,,1535 MULBERRY,,TOMBALL,TX,77375,281-351-7932,,18732-SC,,,"JOHN LANGSTON PLUMBING, L.L.C.",JOHN LANGSTON,,01/07/2011,10/11/2019,281-516-0240,
http://search.msboc.us/Detail.cfm?ContractorID=13846&ContractorType=Commercial&varDataSource=BOC,,,6883 HIGHWAY 481 SOUTH,,MORTON,MS,39117,601-507-6206,,15225-MC,,,JOHNSON PLUMBING SERVICE,KENNETH JOHNSON,SCOTT,01/20/2006,01/14/2020,601-732-6286,
http://search.msboc.us/Detail.cfm?ContractorID=13906&ContractorType=Commercial&varDataSource=BOC,,,53 RIVERS DR,,HATTIESBURG,MS,39401,(601)583-6963,,07002-SC,,,"JORDAN BROTHERS PLUMBING, INC.",RAY JORDAN,FORREST,01/03/1984,01/14/2020,(601)583-6969,
http://search.msboc.us/Detail.cfm?ContractorID=18929&ContractorType=Commercial&varDataSource=BOC,,,1154 CR 144,,NEW ALBANY,MS,38652,662-538-8437,,16035-MC,,,"JORDAN PLUMBING & ELECTRICAL, LLC",JASON JORDAN,UNION,04/11/2007,08/27/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=13913&ContractorType=Commercial&varDataSource=BOC,,,246 TURNER STREET,,WAYNESBORO,MS,39367,(601)735-4939,,06813-SC,,,JORDAN PLUMBING SERVICE,ROBERT JORDAN,WAYNE,01/07/1986,10/08/2019,(601)671-0222,
http://search.msboc.us/Detail.cfm?ContractorID=24698&ContractorType=Commercial&varDataSource=BOC,,,1009 BREEDEN PLACE,,BAY ST. LOUIS,MS,39520,228-216-2393,,20765-MC,,,K.C. MONTI LLC,KENNY MONTI,HANCOCK,09/24/2014,10/19/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=19354&ContractorType=Commercial&varDataSource=BOC,,,ATTN : LICENSING DEPT 601 JEFFERSON STREET,,HOUSTON,TX,77002,713-753-8769,,16460-MC,,,KELLOGG BROWN & ROOT LLC,EVERETTE NANCE,,10/10/2007,10/08/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=20628&ContractorType=Commercial&varDataSource=BOC,,,1179 ROBB ST. EXT. E.,,SUMMIT,MS,39666,601-810-0106,,17732-MC,,,KEN'S ELECTRICAL SERVICE,KENNETH TOBIAS,PIKE,07/08/2009,06/19/2019,601-276-3600,
http://search.msboc.us/Detail.cfm?ContractorID=19082&ContractorType=Commercial&varDataSource=BOC,,,1936 N. SHILOH DR.,,FAYETTEVILLE,AR,72704,479-756-1099,,16188-SC,,,"KIMBEL MECHANICAL SYSTEMS, INC.",DUSTIN HUGHES/DAVID KIMBEL,,05/11/2007,04/09/2020,479-756-6516,
http://search.msboc.us/Detail.cfm?ContractorID=14086&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 121,,FULTON,MS,38843,(662)862-9288,,06688-MC,,,"KLINE MECHANICAL SYSTEMS, INC.",THOMAS KLINE,ITAWAMBA,10/01/1985,10/08/2019,(662)862-7849,
http://search.msboc.us/Detail.cfm?ContractorID=14118&ContractorType=Commercial&varDataSource=BOC,,,1737 LOCHEARN RD.,,MEMPHIS,TN,38116,(901)332-1449,,08777-SC,,,"KRAG PLUMBING CO., INC.",BENNY W. KRAG,,04/10/1991,04/22/2020,(901)332-0514,
http://search.msboc.us/Detail.cfm?ContractorID=14244&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 3404,,TUPELO,MS,38803,(662)841-7718,,11706-SC,,,"LAUDERDALE MECHANICAL GROUP, INC.",MIKE DAVIS,LEE,04/14/1999,04/08/2020,(662)841-7780,
http://search.msboc.us/Detail.cfm?ContractorID=14255&ContractorType=Commercial&varDataSource=BOC,,,245 PRESTON STREET,,JACKSON,TN,38301,(731)423-0112,,05734-MC,,,"LAWRENCE, S. M. COMPANY, INC.","S. M. LAWRENCE, III",,04/05/1983,04/16/2020,(731)423-0572,
http://search.msboc.us/Detail.cfm?ContractorID=14274&ContractorType=Commercial&varDataSource=BOC,,,4057 RURAL PLAINS CIRCLE ATTN: LANA JOINER,,FRANKLIN,TN,37064,615-468-6770,,07411-MC,,,LEE COMPANY,TED L. LEE/ JONATHAN LOVE,,07/07/1987,01/14/2020,615-567-1027,
http://search.msboc.us/Detail.cfm?ContractorID=24286&ContractorType=Commercial&varDataSource=BOC,,,5281 BLACK BAYOU RD.,,LELAND,MS,38756,662-822-7035,,20412-SC,,,"LEE PLUMBING, INC.",WYLIE EDGAR LEE JR,WASHINGTON,01/30/2014,02/17/2020,662-686-7224,
http://search.msboc.us/Detail.cfm?ContractorID=14301&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 8014,,HOUMA,LA,70361-8014,(985)873-9627,,12906-MC,,,"LEVETT MECHANICAL CONTRACTORS, INC.",KENNETH LEVETT,,07/11/2001,07/10/2019,(985)872-2385,
http://search.msboc.us/Detail.cfm?ContractorID=20941&ContractorType=Commercial&varDataSource=BOC,,,15207 DUCKWORTH RD.,,GULFPORT,MS,39503,228-832-6708,,18045-MC,,,"LINDSAY MECHANICAL, INC.","ANSON LINDSAY, JR.",HARRISON,12/02/2009,02/14/2020,228-832-5381,
http://search.msboc.us/Detail.cfm?ContractorID=14408&ContractorType=Commercial&varDataSource=BOC,,,8111 WALNUT RUN STE. 208,,MEMPHIS,TN,38018,901-485-4478,,09540-MC,,,"LUBIN ENTERPRISE, INC.",BOBBY J. HANKINS,,10/13/1993,10/08/2019,901-685-6129,
http://search.msboc.us/Detail.cfm?ContractorID=20512&ContractorType=Commercial&varDataSource=BOC,,,434 CALHOUN ST.,,SALISBURY,NC,28144,704-636-5505,,17616-MC,,,"MAKSON, INC.",WILLIAM ELLER,,04/28/2009,01/14/2020,704-636-5504,
http://search.msboc.us/Detail.cfm?ContractorID=26249&ContractorType=Commercial&varDataSource=BOC,,,819 CENTRAL AVE,,JEFFERSON,LA,70121,985-218-4198,,21828-MC,,,MAXHOME L.L.C.,ROBERT HARRISON,,08/10/2016,08/10/2019,504-218-4208,
http://search.msboc.us/Detail.cfm?ContractorID=24511&ContractorType=Commercial&varDataSource=BOC,,,1510 TRUELIGHT RD.,,CHUNKY,MS,39323,601-655-8966,,20826-SC,,,"MAXWELL PLUMBING, LLC",TOMMY MAXWELL,NEWTON,10/22/2014,10/22/2019,601-655-8966,
http://search.msboc.us/Detail.cfm?ContractorID=21548&ContractorType=Commercial&varDataSource=BOC,,,213 N MAIN ST STE. A2,,PETAL,MS,39465,601-584-9240,,18394-MC,,,"MAYFIELD HEATING & AIR CONDITIONING CO., L.L.C.",PERRY MAYFIELD,FORREST,06/16/2010,04/08/2020,601-584-7742,
http://search.msboc.us/Detail.cfm?ContractorID=24150&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 1758,,LOGANVILLE,GA,30052,404-557-6520,,20270-SC,,,"MCCART PLUMBING, INC.",JOHN DAVIS TYRE III,,10/30/2013,10/30/2019,770-466-1057,
http://search.msboc.us/Detail.cfm?ContractorID=14704&ContractorType=Commercial&varDataSource=BOC,,,1014 ROGERS STREET,,LAUREL,MS,39440,(601)428-5502,,00490-MC,,,"McCASKILL BROTHERS, INC",JOHN WESLEY MCCASKILL,JONES,01/01/1953,09/17/2019,(601)428-1515,
http://search.msboc.us/Detail.cfm?ContractorID=14784&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 604,,PHILADELPHIA,MS,39350,(601)656-6333,,03556-MC,,,"McLAIN PLUMBING & ELECTRICAL SERVICE, INC",JOHN PHILLIP MCLAIN,NESHOBA,04/01/1975,04/08/2020,(601)656-6351,
http://search.msboc.us/Detail.cfm?ContractorID=14837&ContractorType=Commercial&varDataSource=BOC,,,464 INDUSTRIAL PARKWAY,,WEST MONROE,LA,71291,(318)388-5801,,07509-MC,,,MECHANICAL SYSTEMS & SERVICE LLC,TERRY WARE,,10/06/1987,07/25/2019,(318)397-2761,
http://search.msboc.us/Detail.cfm?ContractorID=14900&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 368,,BOLTON,MS,39041,(601)866-9050,,09704-MC,,,"METRO MECHANICAL, INC.",BRYAN P. PHILLIPS,HINDS,04/13/1994,04/08/2020,(601)866-2299,
http://search.msboc.us/Detail.cfm?ContractorID=14901&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 7659,,JACKSON,MS,39284-7659,(601)371-2844,,10731-SC,,,"METRO PLUMBING, INC.",STEVE MOORE/JASON MOORE,,01/23/1997,05/16/2020,(601)371-2848,
http://search.msboc.us/Detail.cfm?ContractorID=26789&ContractorType=Commercial&varDataSource=BOC,,,11338 DOUBLEGATE LANE,,EADS,TN,38028,901-567-5659,,22036-SC,,,MID AMERICA PLUMBING LLC,CHRISTOPHER TAYLOR,,01/04/2017,01/04/2020,866-511-8521,
http://search.msboc.us/Detail.cfm?ContractorID=20847&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 486,,CRYSTAL SPRINGS,MS,39059,601-573-0121,,17951-SC,,,"MID-STATE PLUMBING & HEATING, LLC",BRUCE MOSS,COPIAH,10/14/2009,10/16/2019,601-372-0377,
http://search.msboc.us/Detail.cfm?ContractorID=20236&ContractorType=Commercial&varDataSource=BOC,,,3254 MALLET RD. STE. C,,D'IBERVILLE,MS,39540,228-669-4663,,17342-MC,,,"MILLENNIUM CONSTRUCTION, LLC",CHRISTIAN ALBERT,HARRISON,01/14/2009,06/20/2019,866-396-3317,
http://search.msboc.us/Detail.cfm?ContractorID=20657&ContractorType=Commercial&varDataSource=BOC,,,8710 HWY 51 N.,,SOUTHAVEN,MS,38671,662-349-3547,,17761-SC,,,"MITCH WRIGHT PLUMBING, HEATING & AIR",MITCHELL WRIGHT,DESOTO,07/08/2009,07/08/2019,662-342-4042,
http://search.msboc.us/Detail.cfm?ContractorID=20630&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 59727,,BIRMINGHAM,AL,35259,205-941-1205,,17734-SC,,,"MITCHELL MECHANICAL, LLC",HUGH B. MITCHELL III,,07/08/2009,07/08/2019,205-941-1325,
http://search.msboc.us/Detail.cfm?ContractorID=21149&ContractorType=Commercial&varDataSource=BOC,,,3233 ANTIOCH CHURCH RD.,,GOLDEN,MS,38847,662-660-2314,,18210-SC,,,MONROE PLUMBING,SCOTTY MONROE,TISHOMINGO,03/01/2010,01/14/2020,662-585-3122,
http://search.msboc.us/Detail.cfm?ContractorID=26471&ContractorType=Commercial&varDataSource=BOC,,,325 E. GE PATTERSON AVE,,MEMPHIS,TN,38126,901-527-4324,,21832-MC,,,"MTE, LLC",KELLY KING,,08/10/2016,08/21/2019,901-527-4325,
http://search.msboc.us/Detail.cfm?ContractorID=15219&ContractorType=Commercial&varDataSource=BOC,,,238 MOLLY WALTON DRIVE,,HENDERSONVILLE,TN,37075,615-826-7031,,13422-SC,,,"MUSIC CITY FIRE SPRINKLER, LLC",WILLIAM ARCHER,,07/10/2002,01/22/2020,(615)826-9680,
http://search.msboc.us/Detail.cfm?ContractorID=15256&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 1222,,NATCHEZ,MS,39121,(601)442-5593,,08786-MC,,,"NATCHEZ HEATING & COOLING, INC",YATES MCGRAW,ADAMS,04/10/1991,04/08/2020,(601)442-5611,
http://search.msboc.us/Detail.cfm?ContractorID=20882&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 1373,,CAMDEN,AL,36726,334-682-4770,,17986-SC,,,"NELSON PLUMBING CONTRACTORS, INC.",JOSEPH NELSON/CHARLES GRANTHAM,,10/14/2009,10/08/2019,334-682-9988,
http://search.msboc.us/Detail.cfm?ContractorID=20217&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 459,,OLIVE BRANCH,MS,38654,901-301-0997,,17323-SC,,,"NORTH EASTERN PLUMBING, LLC",CHRISTOPHER LONG,DESOTO,12/01/2008,10/15/2019,662-895-7992,
http://search.msboc.us/Detail.cfm?ContractorID=15447&ContractorType=Commercial&varDataSource=BOC,,,6841 GADSDEN HWY,,TRUSSVILLE,AL,35173,(205)252-6961,,12226-MC,,,"OIL EQUIPMENT COMPANY, INC",JAMES PETERSON,,04/12/2000,11/05/2019,(205)252-9204,
http://search.msboc.us/Detail.cfm?ContractorID=15492&ContractorType=Commercial&varDataSource=BOC,,,3689 CHERRY RD,,MEMPHIS,TN,38118,901-547-2500,,13303-MC,,,"OSB SERVICES, LLC",MICHAEL OSBORNE JR.,,04/10/2002,10/25/2019,901-343-0607,
http://search.msboc.us/Detail.cfm?ContractorID=28284&ContractorType=Commercial&varDataSource=BOC,,,2150 S. TOWNE CENTRE PL STE. 100,,ANAHEIM,CA,92806,714-637-4747,,22368-MC,,,"OUTSIDE THE LINES, INC.",THOMAS REAL,,08/16/2017,08/16/2019,714-637-0707,
http://search.msboc.us/Detail.cfm?ContractorID=15512&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 38683,,GERMANTOWN,TN,38183,(901)380-1171,,10610-SC,,,"OWENS IRRIGATION, INC.",WINSTON OWENS,,10/09/1996,10/11/2019,(901)380-9835,D/B/A OWENS CONSTRUCTION SERVICES
http://search.msboc.us/Detail.cfm?ContractorID=15661&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 19130,,SHREVEPORT,LA,71149,(318)686-4183,,10096-MC,,,"PAYNE COMPANY, THE",JAMES C. PAYNE,,04/12/1995,04/08/2020,(318)686-5819,
http://search.msboc.us/Detail.cfm?ContractorID=26235&ContractorType=Commercial&varDataSource=BOC,,,5800 OLD ROBINSON RD.,,LOUISVILLE,MS,39339-7453,662-773-3282,,21648-SC,,,PEARSON SERVICES INC.,DUSTIN PEARSON,,04/06/2016,04/06/2020,662-773-6197,
http://search.msboc.us/Detail.cfm?ContractorID=15686&ContractorType=Commercial&varDataSource=BOC,,,13625 RIVER RD,,LULING,LA,70070,(985)785-9997,,14174-SC,,,"PEDAL VALVES, INC.",ROBERT GILBERT,,01/14/2004,05/07/2020,(985)785-0082,
http://search.msboc.us/Detail.cfm?ContractorID=15725&ContractorType=Commercial&varDataSource=BOC,,,4474 HALLS MILL ROAD,,MOBILE,AL,36693,(251)660-0132,,15338-MC,,,"PERSONS SERVICE CO., .L.L.C.",RICHARD MCALEER,,03/16/2006,02/16/2020,(251)660-2084,
http://search.msboc.us/Detail.cfm?ContractorID=22241&ContractorType=Commercial&varDataSource=BOC,,,2190 POPPS FERRY RD,,BILOXI,MS,39532,228-669-4856,,19024-MC,,,PHOENIX CONSTRUCTION L.L.C.,JEFFREY KORN,HARRISON,07/13/2011,07/20/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=26266&ContractorType=Commercial&varDataSource=BOC,,,6781 KILN-DE LISLE RD.,,PASS CHRISTIAN,MS,39571,228-596-2506,,22554-SC,,,PIPEDREAMS PLUMBING & MECHANICAL LLC,DEREK ROBINSON,HARRISON,12/20/2017,12/20/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=26084&ContractorType=Commercial&varDataSource=BOC,,,25323 HERMAN LADNER RD.,,SAUCIER,MS,39574,228-831-9858,,21537-SC,,,PIPEMASTERS PLUMBING INC,ALTON LINDSAY III,HARRISON,01/27/2016,01/27/2020,,
http://search.msboc.us/Detail.cfm?ContractorID=22509&ContractorType=Commercial&varDataSource=BOC,,,1365 BROAD ST,,COLUMBIA,MS,39429,601-818-2839,,19248-SC,,,"PLUMB PRETTY, LLC",JEFF BLACKARD,MARION,12/07/2011,05/13/2020,,
http://search.msboc.us/Detail.cfm?ContractorID=28643&ContractorType=Commercial&varDataSource=BOC,,,1072 CR 179,,OKOLONA,MS,38860,662-321-0444,,22635-SC,,,PLUMB-IT LLC,CURTIS MARTIN,CHICKASAW,02/21/2018,04/18/2020,,
http://search.msboc.us/Detail.cfm?ContractorID=26722&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 66722,,MOBILE,AL,36660,251-479-1527,,22029-SC,,,PLUMBING MASTERS INC,KEVIN MAURIN,,12/28/2016,04/09/2020,251-301-7779,
http://search.msboc.us/Detail.cfm?ContractorID=30245&ContractorType=Commercial&varDataSource=BOC,,,2605 DECATUR HIGHWAY,,GARDENDALE,AL,35071,205-631-4343,,23131-SC,,,"PLUMCORE, INC.",RANDY LATTA,,03/13/2019,03/13/2020,,
http://search.msboc.us/Detail.cfm?ContractorID=22705&ContractorType=Commercial&varDataSource=BOC,,,16175 LANDON RD STE. C,,GULFPORT,MS,39503,228-539-8087,,19217-SC,,,POUNDS PLUMBING INC.,DOUGLAS L POUNDS JR.,HARRISON,11/16/2011,10/08/2019,228-831-3782,
http://search.msboc.us/Detail.cfm?ContractorID=15909&ContractorType=Commercial&varDataSource=BOC,,,1609 HERITAGE COMMERCE COURT,,WAKE FOREST,NC,27587,919-453-2147,,15615-MC,,,"POWERSECURE, INC.",ANDREW MACARY,,07/17/2006,11/16/2019,919-453-1768,
http://search.msboc.us/Detail.cfm?ContractorID=15925&ContractorType=Commercial&varDataSource=BOC,,,16101 ALLIE BYRD RD.,,OCEAN SPRINGS,MS,39565,228-860-9331,,03008-MC,,,"PRECISION PIPING CONTRACTORS, INC.","ALVIN VALLO,SR.",JACKSON,07/05/1972,04/08/2020,,
http://search.msboc.us/Detail.cfm?ContractorID=30319&ContractorType=Commercial&varDataSource=BOC,,,3605 N STATE RTE 47 SUITE E,,MORRIS,IL,60450,815-942-7000,,23180-SC,,,"PROFESSIONAL METERS, INC.",JAMES ERIC WATTS,,04/10/2019,04/10/2020,,
http://search.msboc.us/Detail.cfm?ContractorID=19946&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 306,,BYHALIA,MS,38611,662-497-6302,,17052-MC,,,PROGRESSIVE CONSTRUCTION OF THE MID SOUTH LLC,MICHAEL HUGHES,MARSHALL,07/09/2008,07/27/2019,662-233-4459,
http://search.msboc.us/Detail.cfm?ContractorID=16118&ContractorType=Commercial&varDataSource=BOC,,,160 PLEASANT HILL RD,,NESBIT,MS,38651,(662)429-2590,,12653-MC,,,"R & W HEATING AND AIR AND PLUMBING, INC.",RONNIE WILKERSON,DESOTO,01/10/2001,01/14/2020,(662)429-0543,
http://search.msboc.us/Detail.cfm?ContractorID=16119&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 417,,OKOLONA,MS,38860,(662)447-3213,,08089-SC,,,"R H PLUMBING, INC.",RICHARD R. HANLON,CHICKASAW,04/04/1989,04/10/2020,(662)447-3208,
http://search.msboc.us/Detail.cfm?ContractorID=29038&ContractorType=Commercial&varDataSource=BOC,,,840 CAMPBELLS CREEK RD,,MENDENHALL,MS,39114,601-303-0188,,22947-MC,,,RAM SERVICES LLC,ROBERT C. RAYBORN,SIMPSON,10/12/2018,10/12/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=26159&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 2307,,FAIRHOPE,AL,36533,251-533-0977,,21606-MC,,,RHODES MECHANICAL LLC,DON RHODES,,03/09/2016,06/29/2019,251-626-2673,
http://search.msboc.us/Detail.cfm?ContractorID=26595&ContractorType=Commercial&varDataSource=BOC,,,950 HWY 90,,WAVELAND,MS,39576,228-213-0361,,21936-SC,,,RICHARD J ROGERS PLUMBING LLC,RICHARD J ROGERS,HANCOCK,10/24/2016,06/01/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=23792&ContractorType=Commercial&varDataSource=BOC,,,130 CHOCTAW CIRCLE,,VICKSBURG,MS,39180,601-638-9150,,20026-SC,,,RIVER CITY PLUMBING L.L.C.,DARREN BUSBY,WARREN,06/12/2013,06/08/2020,601-638-9150,
http://search.msboc.us/Detail.cfm?ContractorID=19948&ContractorType=Commercial&varDataSource=BOC,,,180 COMMERCIAL SQUARE,,SLIDELL,LA,70461,504-324-1810,,17054-MC,,,"RIVERVIEW CONSTRUCTION, LLC",WAYNE ERDMAN,,07/09/2008,07/12/2019,504-754-7709,
http://search.msboc.us/Detail.cfm?ContractorID=16376&ContractorType=Commercial&varDataSource=BOC,,,3153 BELLWOOD DRIVE,,BIRMINGHAM,AL,35243,(205)968-0991,,13232-SC,,,"RJ MECHANICAL, INC.",DAVID EAGAN,,02/26/2002,02/22/2020,(205)968-3424,
http://search.msboc.us/Detail.cfm?ContractorID=23196&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 1338,,FLORENCE,MS,39073,601-845-0211,,19761-MC,,,"ROBERTS MECHANICAL SERVICES, LLC",CHARLES ROBERTS,RANKIN,12/05/2012,10/08/2019,601-845-0227,
http://search.msboc.us/Detail.cfm?ContractorID=28128&ContractorType=Commercial&varDataSource=BOC,,,167 LIBERTY RD,,VILLA RICA,GA,30180,770-456-6204,,22241-SC,,,"ROGERS MECHANICAL CONTRACTORS, INC.",DUSTIN ROGERS,,05/17/2017,05/17/2020,770-456-6208,
http://search.msboc.us/Detail.cfm?ContractorID=22907&ContractorType=Commercial&varDataSource=BOC,,,1138 WEEMS ST.,,PEARL,MS,39208,601-807-8588,,19370-MC,,,"ROSETTA CONSTRUCTION SERVICES, LLC",JAMES MENG JR,RANKIN,02/22/2012,06/08/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=13749&ContractorType=Commercial&varDataSource=BOC,,,1506 BEESON DRIVE NE,,BROOKHAVEN,MS,39601,(601)833-4790,,13817-SC,,,"ROSS JACKSON PLUMBING, INC.",ROBBIE JACKSON,LINCOLN,04/09/2003,05/21/2020,(601)835-2851,
http://search.msboc.us/Detail.cfm?ContractorID=16512&ContractorType=Commercial&varDataSource=BOC,,,3728 CHERRY ROAD,,MEMPHIS,TN,38118,(901)360-9224,,09907-MC,,,"RUSHING PLUMBING COMPANY, INC.",JAMIE RUSHING,,10/12/1994,08/27/2019,(901)360-8340,
http://search.msboc.us/Detail.cfm?ContractorID=24638&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 1758,,WEST MONROE,LA,71292,318-387-9625,,20761-SC,,,"SERVICE FIRST, INC.",FLOYD MITCHELL,,09/17/2014,09/17/2019,318325-1144,
http://search.msboc.us/Detail.cfm?ContractorID=21371&ContractorType=Commercial&varDataSource=BOC,,,144 WOODSTONE DR.,,HATTIESBURG,MS,39402,601-606-8472,,18278-SC,,,"SERVICE-ALL REPAIR SERVICE, LLC",JAMES WALSWORTH,LAMAR,04/15/2010,05/08/2020,,
http://search.msboc.us/Detail.cfm?ContractorID=22593&ContractorType=Commercial&varDataSource=BOC,,,4394 CR 456,,MERIDIAN,MS,39301,601-917-4366,,19137-SC,,,"SINGLEY PLUMBING, LLC",PAUL SINGLEY,LAUDERDALE,09/21/2011,07/14/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=23576&ContractorType=Commercial&varDataSource=BOC,,,22766 AL HWY 9N,,PIEDMONT,AL,36272,256-447-0600,,20260-SC,,,"SMITH PLUMBING SERVICES, INC.",CHARLES SMITH,,10/23/2013,02/09/2020,256-447-0142,
http://search.msboc.us/Detail.cfm?ContractorID=26495&ContractorType=Commercial&varDataSource=BOC,,,29665 W.K. SMITH DR. STE. A,,NEW HUDSON,MI,48185-8581,248-486-1600,,21895-SC,,,"SOLOMON PLUMBING, CO.",KEVIN MAIDA,,09/28/2016,09/28/2019,248-486-6200,
http://search.msboc.us/Detail.cfm?ContractorID=17021&ContractorType=Commercial&varDataSource=BOC,,,1873 WEST QUITMAN,,IUKA,MS,38852,(662)423-1516,,05127-MC,,,"SOUTHERN AIR COMFORT, INC.",MATTHEW BECK,TISHOMINGO,01/06/1981,01/14/2020,(662)423-1384,
http://search.msboc.us/Detail.cfm?ContractorID=26507&ContractorType=Commercial&varDataSource=BOC,,,2203 TARANCE LANE,,FLORENCE,MS,39073,601-906-8462,,21935-SC,,,SOUTHERN BOY'S CONSTRUCTION INC,CURTIS CARROLL JR,RANKIN,10/19/2016,10/19/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=17028&ContractorType=Commercial&varDataSource=BOC,,,429 MELTON SMITH ROAD,,POPLARVILLE,MS,39470,(601)795-2254,,03668-MC,,,"SOUTHERN BUILDING ENTERPRISES, INC.",Michael Kirkland/ Kyle M. Kirkland,PEARL RIVER,07/01/1975,07/10/2019,(601)795-2630,
http://search.msboc.us/Detail.cfm?ContractorID=17077&ContractorType=Commercial&varDataSource=BOC,,,3516 MAYFAIR AVENUE,,MEMPHIS,TN,38122,(901)458-0474,,14435-SC,,,SOUTHERN PLUMBING CO.,JIM A. JENKINS,,07/27/2004,10/19/2019,(901)458-0502,
http://search.msboc.us/Detail.cfm?ContractorID=23491&ContractorType=Commercial&varDataSource=BOC,,,11876 OLD HWY 67,,BILOXI,MS,39532,228-396-9791,,20057-SC,,,STRAYHAM PLUMBING LLC,ANDREW STRAYHAM,HARRISON,07/03/2013,07/08/2019,228-396-9791,
http://search.msboc.us/Detail.cfm?ContractorID=24691&ContractorType=Commercial&varDataSource=BOC,,,14 E. FRANKLIN ST,,NATCHEZ,MS,39120,601-446-6333,,20661-SC,,,"STUBBS NK PLUMBING, L.L.C.",DANNY ALEXANDER,ADAMS,07/16/2014,07/18/2019,601-446-5060,
http://search.msboc.us/Detail.cfm?ContractorID=26836&ContractorType=Commercial&varDataSource=BOC,,,205 MOSLEY DRIVE,,LYNN HAVEN,FL,32444,850-441-3458,,22497-MC,,,"SYSTEM SERVICE & ENGINEERING, LLC",BRUCE KUHNEL,,11/15/2017,01/09/2020,850-441-3459,
http://search.msboc.us/Detail.cfm?ContractorID=21440&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 264,,MAGNOLIA,MS,39652,601-783-0089,,18463-MC,,,"TAMRON, LLC",RONALD ROBINSON,PIKE,07/14/2010,07/09/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=20865&ContractorType=Commercial&varDataSource=BOC,,,1690 BLUEGRASS LAKES PKWY,,ALPHARETTA,GA,30004,770-475-5552,,17969-SC,,,TEBARCO MECHANICAL CORPORATION,TERRELL BARDEN,,10/14/2009,10/08/2019,770-619-9515,
http://search.msboc.us/Detail.cfm?ContractorID=25338&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 1266,,MERIDIAN,MS,39301,601-482-8529,,21153-MC,,,"THE SERVICE COMPANY OF MISSISSIPPI,  LLC",CHAD VAUGHN,LAUDERDALE,05/20/2015,07/03/2019,601-482-5668,
http://search.msboc.us/Detail.cfm?ContractorID=20911&ContractorType=Commercial&varDataSource=BOC,,,855 W. WILLSON ST.,,NIOTA,TN,37826,423-568-2134,,18015-MC,,,"THOMAS BUILDERS, INC.",DARRELL THOMAS,,11/04/2009,10/16/2019,423-568-2137,
