File,Last Name,First Name,Street Address 1,Street Address 2,City,State,Zip Code,Phone,Email,License Number,License Status,Company Domain,Company,Certificate Expires,Certificate Registered,Contractor Name,Corporation Name,Entity,Registration Number,Employees,Worker Compensation Status
https://dol.nebraska.gov/conreg/Contractor/Details/2923518,,,2617 1/2  W 24TH STREET,"KEARNEY, NE 68845",KEARNEY,NE,68845,3082366850,,,,,"DAVE WAGGONER PLUMBING & HTS, INC",7/15/2019,7/15/2018,"DAVE WAGGONER PLUMBING & HTS, INC",,Corporation,29235-18,18,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4381018,,,4500 Normal Boulevard,"Lincoln, NE 68506",Lincoln,NE,68506,4024834791,,,,,Dave's Heating and Air,8/1/2019,8/1/2018,Dave's Heating and Air,"Dave's Heating and Air, Inc",S-Corporation,43810-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4999218,,,4647 N 230th St.,"Elkhorn, NE 68022",,,,,,,,,Dave's Quality Plumbing,6/1/2019,6/1/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/2046519,,,PO BOX 550,"WAVERLY, NE 68462",WAVERLY,NE,68462,4027862605,,,,,DAVIDSON PLUMBING & WELDING INC.,4/15/2020,4/15/2019,DAVIDSON PLUMBING & WELDING INC.,DAVIDSON PLUMBING & WELDING INC,Corporation,20465-19,7,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2910318,,,PO BOX 206,"COZAD, NE 69130",COZAD,NE,69130,3087845217,,,,,DAWSON COUNTY CLIMATE CONTROL SERVICES,7/15/2019,7/15/2018,DAWSON COUNTY CLIMATE CONTROL SERVICES,"DAWSON COUNTY CLIMATE CONTROL SERVICES, INC",S-Corporation,29103-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2973918,,,1400 JACKSON,"SIDNEY, NE 69162",SIDNEY,NE,69162,3082541008,,,,,DAY & NIGHT PLUMBING & HEATING LLC,8/1/2019,8/1/2018,DAY & NIGHT PLUMBING & HEATING LLC,,LLC,29739-18,8,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2268918,,,5606 NORTH 99TH STREET,"OMAHA, NE 68134",OMAHA,NE,68134,4025712412,,,,,D-B NEBRASKA SERVICE COMPANY,11/1/2019,11/1/2018,D-B NEBRASKA SERVICE COMPANY,D-B NEBRASKA SERVICE COMPANY INC,Corporation,22689-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/7042418,,,5606 NORTH 99TH STREET,"OMAHA, NE 68134",OMAHA,NE,68134,4025712412,,,,,D-B NEBRASKA SERVICE COMPANY,6/19/2019,6/19/2018,D-B NEBRASKA SERVICE COMPANY,D-B NEBRASKA SERVICE COMPANY,Corporation,70424-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2809218,,,335 ELM,"GRESHAM, NE 68367",GRESHAM,NE,68367,4027357272,,,,,DD SALES AND SERVICE INC.,6/15/2019,6/15/2018,DD SALES AND SERVICE INC.,DD SALES AND SERVICE INC.,S-Corporation,28092-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/5940519,,,7641 S 64th St,"Lincoln, NE 68516",Lincoln,NE,68516,4025257311,,,,,Deal's Plumbing,3/11/2020,3/11/2019,Deal's Plumbing,,S-Corporation,59405-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3478719,,,6831 E,"32nd Street, Suite 200",Indianapolis,IN,46226,3178602990,,,,,"DEEM MECHANICAL, LLC",5/15/2020,5/15/2019,"DEEM MECHANICAL, LLC",,LLC,34787-19,1100,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2822418,,,1647 S,25 St.,,,,,,,,,DEGREE HEATING & AIR COND INC,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/9124419,,,PO BOX 7154,"OMAHA, NE 68107",OMAHA,NE,68107,4026128504,,,,,DELTA HEATING AND AIR CONDITIONING SVC,3/15/2020,3/15/2019,DELTA HEATING AND AIR CONDITIONING SVC,,Sole Proprietorship,91244-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3709718,,,571 EAGLE DR.,"DAKOTA CITY, NE 68731",DAKOTA CITY,NE,68731,7122041491,,,,,"DENNEY PLUMBING, HEATING & AIR",6/15/2019,6/15/2018,"DENNEY PLUMBING, HEATING & AIR",,Sole Proprietorship,37097-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2539919,,,9800 FLETCHER AVENUE,"LINCOLN, NE 68527",LINCOLN,NE,68527,4024648100,,,,,DENNIS HANSEN PLUMBING INC.,2/15/2020,2/15/2019,DENNIS HANSEN PLUMBING INC.,DENNIS HANSEN PLUMBING INC.,Corporation,25399-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2614119,,,902 PRAIRIE HILL DRIVE,"LOUISVILLE, NE 68037",LOUISVILLE,NE,68037,4022343115,,,,,"DERBY'S HEATING & AIR, INC.",5/15/2020,5/15/2019,"DERBY'S HEATING & AIR, INC.","DERBY'S HEATING & AIR, INC.",Corporation,26141-19,8,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3355318,,,312 CTC Blvd.,"LOUISVILLE, CO 80027",LOUISVILLE,CO,80027,3036611709,,,,,"Design Mechanical, Inc.",10/1/2019,10/1/2018,"Design Mechanical, Inc.","Design Mechanical, Inc.",Corporation,33553-18,300,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4843918,,,5330 S,106th St.,Omaha,NE,68127,4027072220,,,,,DH Services,8/15/2019,8/15/2018,DH Services,,Sole Proprietorship,48439-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2810918,,,1402 WEST 2ND ST,"HASTINGS, NE 68901",,,,,,,,,DIAL HEATING & AIR CONDITIONING INC,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/2846718,,,PO BOX 608,"COLUMBUS, NE 68602",COLUMBUS,NE,68602,4025629876,,,,,DIAMOND HEATING & AIR COND INC,7/1/2019,7/1/2018,DIAMOND HEATING & AIR COND INC,,S-Corporation,28467-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/5031418,,,6348 N 112th cir,"Omaha, NE 68164",Omaha,NE,68164,4028126187,,,,,Direct Comfort LLC,8/1/2019,8/1/2018,Direct Comfort LLC,,S-Corporation,50314-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2908618,,,2917 Circle Dr,"GRAND ISLAND, NE 68801",GRAND ISLAND,NE,68801,3083823115,,,,,"DJ'S HEATING, AC & ELECTRICAL, INC.",7/15/2019,7/15/2018,"DJ'S HEATING, AC & ELECTRICAL, INC.",,Corporation,29086-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9700619,,,PO Box 113,"Nickerson, NE 68044-0113",Nickerson,NE,68044-0113,4027190987,,,,,DM Plumbing,1/1/2020,1/1/2019,DM Plumbing,,Sole Proprietorship,97006-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3156018,,,PO BOX 631,"BURWELL, NE 68823",BURWELL,NE,68823,3083465601,,,,,DOBBINS SERVICE CENTER LLC,11/15/2019,11/15/2018,DOBBINS SERVICE CENTER LLC,,LLC,31560-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9869218,,,2923 Ashland Rd,"Ulysses, NE 68669",,,,,,,,,Dobesh Plumbing,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/4901118,,,3115 Avenue B,"Kearney, NE 68847",Kearney,NE,68847,3084406837,,,,,Don Brass Plumbing Inc,11/15/2019,11/15/2018,Don Brass Plumbing Inc,Don Brass Plumbing Inc,S-Corporation,49011-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9255218,,,"400 N 2ND, PO BOX 197","AXTELL, NE 68924",AXTELL,NE,68924,3087432339,,,,,DON QUINN PLBG. SERVICE,8/1/2019,8/1/2018,DON QUINN PLBG. SERVICE,,Sole Proprietorship,92552-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2892218,,,PO BOX 457,"HASTINGS, NE 68902",HASTINGS,NE,68902,4024634929,,,,,DON RUTT PLUMBING & HEATING INC,7/15/2019,7/15/2018,DON RUTT PLUMBING & HEATING INC,DON RUTT PLUMBING & HEATING INC,Corporation,28922-18,6,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/6714418,,,7900 osborns dr east,"hastings, NE 68901",hastings,NE,68901,4024630168,,,,,don svoboda plumbing llc,7/24/2019,7/24/2018,don svoboda plumbing llc,don svoboda plumbing llc,LLC,67144-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2836218,,,"220 East 5TH STREET, PO BOX 252","VALPARAISO, NE 68065",,,,,,,,,DONAHUE PLUMBING INC,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/2528318,,,3718 S,66th St.,Omaha,NE,68106,4024576244,,,,,Donovan Brothers Heating & Cooling,11/15/2019,11/15/2018,Donovan Brothers Heating & Cooling,Thomas Hansen Inc.,Corporation,25283-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2834118,,,310 MAIN STREET,"SCRIBNER, NE 68057",,,,,,,,,DOSTAL PLUMBING & HEATING INC,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/2796119,,,"605 COTTONWOOD ST, BOX 237","WOOD RIVER, NE 68883",WOOD RIVER,NE,68883,3085832680,,,,,"DOUBLE D PLUMBING & HEATING, INC.",6/1/2020,6/1/2019,"DOUBLE D PLUMBING & HEATING, INC.","DOUBLE D PLUMBING & HEATING, INC.",Corporation,27961-19,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/5131219,,,14140 Buckeye Rd,"Gibbon, NE 68840",Gibbon,NE,68840,3082931446,,,,,DOUBLE J PLUMBING & CONTRACTING LLC,2/15/2020,2/15/2019,DOUBLE J PLUMBING & CONTRACTING LLC,,LLC,51312-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4810118,,,1486 August Drive,"Seward, NE 68434",Seward,NE,68434,4026435711,,,,,Doug's Heating & Air Conditioning LLC,7/1/2019,7/1/2018,Doug's Heating & Air Conditioning LLC,Doug's Heating & Air Conditioning LLC,LLC,48101-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3111718,,,122 S MAIN ST,"FRIEND, NE 68359",FRIEND,NE,68359,4029475591,,,,,DRAKE REFRIGERATION/HTG/COOLING/APPL,9/15/2019,9/15/2018,DRAKE REFRIGERATION/HTG/COOLING/APPL,DRAKE REFRIGERATION/HTG/COOLIN/APPL. LLC,LLC,31117-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2813318,,,8707 S 97TH STREET,"LAVISTA, NE 68128",,,,,,,,,DREXEL MECHANICAL INC,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/4627118,,,712 12th Ave.,"Council Bluffs, IA 51501",Council Bluffs,IA,51501,7123221505,,,,,"Driver Plumbing, Ltd.",8/15/2019,8/15/2018,"Driver Plumbing, Ltd.",,S-Corporation,46271-18,8,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3300718,,,"PO BOX 326, 430 S MAIN","NELSON, NE 68961",,,,,,,,,DRUDIKS ELECTRIC INC,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/2882418,,,4017 HOWARD BLVD,"COLUMBUS, NE 68601",COLUMBUS,NE,68601,4025648443,,,,,DUBAS REFRIGERATION INC,7/1/2019,7/1/2018,DUBAS REFRIGERATION INC,,Corporation,28824-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3999818,,,PO Box 421,"Broken Bow, NE 68822",Broken Bow,NE,68822,3088723402,,,,,Duda Plumbing LLC,9/15/2019,9/15/2018,Duda Plumbing LLC,Duda Plumbing LLC,Corporation,39998-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9751418,,,PO Box 117,"Taylor, NE 68879",Taylor,NE,68879,3089423437,,,,,Dunne-Rite Plumbing,9/15/2019,9/15/2018,Dunne-Rite Plumbing,,Sole Proprietorship,97514-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2829618,,,306 Garfield St,"Holdrege, NE 68949",,,,,,,,,Durable Service,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/1169218,,,8820 s 97th st,"La Vista, NE 68128",La Vista,NE,68128,4029170676,,,,,Durham plumbing inc,12/27/2019,12/27/2018,Durham plumbing inc,,S-Corporation,11692-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2239018,,,"140 N 1ST, SUITE C","LINCOLN, NE 68508",LINCOLN,NE,68508,4024352150,,,,,"DWORAK PLUMBING, INC.",11/15/2019,11/15/2018,"DWORAK PLUMBING, INC.","DWORAK PLUMBING, INC.",Corporation,22390-18,15,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3222919,,,4540 S 79TH ST,"OMAHA, NE 68127",OMAHA,NE,68127,4023974544,,,,,"DYNA-KLEEN SERVICES, INC",2/15/2020,2/15/2019,"DYNA-KLEEN SERVICES, INC",,Corporation,32229-19,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3388919,,,215 FORT KEARNEY RD,"GRAND ISLAND, NE 68801",GRAND ISLAND,NE,68801,3083824646,,,,,Eberl Plumbing & Drain,2/1/2020,2/1/2019,Eberl Plumbing & Drain,EBERL PLUMBING & DRAIN INC.,Corporation,33889-19,10,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2132618,,,5715 So,77 Street,Ralston,NE,68127,4023311755,,,,,"Eccles Heating & Air Conditioning, Inc",9/1/2019,9/1/2018,"Eccles Heating & Air Conditioning, Inc",,Corporation,21326-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/5084918,,,12212 S,213th Avenue,GRETNA,NE,68028,4025788655,,,,,"Eclipse Plumbing Specialties, LLC",11/1/2019,11/1/2018,"Eclipse Plumbing Specialties, LLC","Eclipse Plumbing Specialties, LLC",LLC,50849-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/1162418,,,5121 W Wilkins St,"Lincoln, NE 68524",Lincoln,NE,68524,4025257849,,,,,Ed Itzen Jr Service Plumbing,12/5/2019,12/5/2018,Ed Itzen Jr Service Plumbing,,Sole Proprietorship,11624-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9737318,,,4901 W,Mulberry St.,Lincoln,NE,68522,4024381129,,,,,Ed Vader Construction,7/1/2019,7/1/2018,Ed Vader Construction,,Sole Proprietorship,97373-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4204418,,,242 E Arthur St,"Blair, NE 68008",Blair,NE,68008,4025333040,,,,,Edge Underground Construction,9/1/2019,9/1/2018,Edge Underground Construction,Edge Underground LLC,LLC,42044-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4074719,,,2436 Ave L,"Council Bluffs, IA 51501",Council Bluffs,IA,51501,7122566562,,,,,Eledge Plumbing Inc.,3/1/2020,3/1/2019,Eledge Plumbing Inc.,Eledge Plumbing Inc.,S-Corporation,40747-19,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3254319,,,3021 NORTH 204TH STREET,"OMAHA, NE 68022",OMAHA,NE,68022,4028957600,,,,,ELITE HEATING & AIR CONDITIONING INC.,4/1/2020,4/1/2019,ELITE HEATING & AIR CONDITIONING INC.,ELITE HEATING & AIR CONDITIONING INC,Corporation,32543-19,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2830618,,,2703 11TH ST,"COLUMBUS, NE 68601",,,,,,,,,"ELLER HEATING, AIR CONDITIONING & PLUMBING, LLC",6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/4901818,,,503 N,Pearl St.,Wayne,NE,68787,4028338662,,,,,Ellis Home Services,12/1/2019,12/1/2018,Ellis Home Services,,Sole Proprietorship,49018-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/5689618,,,4611 krug ave.,"omaha, NE 68106",omaha,NE,68106,4027074255,,,,,Emergency Heating and Air Conditioning Company,7/18/2019,7/18/2018,Emergency Heating and Air Conditioning Company,Emergency Heating and Air ConditioningnCompany,S-Corporation,56896-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/7166518,,,10528 SAHLER PLAZA,"OMAHA, NE 68137",OMAHA,NE,68137,4029901442,,,,,EMERGENCY REFRIGERATION LLC,7/17/2019,7/17/2018,EMERGENCY REFRIGERATION LLC,EMERGENCY REFRIGERATION LLC,LLC,71665-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2854718,,,2315 RIVERSIDE BLVD,"NORFOLK, NE 68701",NORFOLK,NE,68701,4023715914,,,,,ENERGY CONTROL HTG & A/C INC,7/1/2019,7/1/2018,ENERGY CONTROL HTG & A/C INC,,S-Corporation,28547-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4243018,,,104 w hwy 23,"Grant, NE 69140",Grant,NE,69140,3083528029,,,,,Energy Wise Mechanical,11/15/2019,11/15/2018,Energy Wise Mechanical,,Sole Proprietorship,42430-18,6,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4792918,,,2921B 14th,Street,Columbus,NE,68601,4026492808,,,,,Entegrated Services,6/1/2019,6/1/2018,Entegrated Services,,Sole Proprietorship,47929-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2852118,,,219 N MARKET,"SHICKLEY, NE 68436",SHICKLEY,NE,68436,4026274765,,,,,ERB PLUMBING INC.,7/1/2019,7/1/2018,ERB PLUMBING INC.,ERB PLUMBING INC.,S-Corporation,28521-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3974818,,,315 Carefree Drive,"Maryville, MO 64468",Maryville,MO,64468,6605623385,,,,,Eric W. Nelson Plumbing Inc,8/1/2019,8/1/2018,Eric W. Nelson Plumbing Inc,Nelson Plumbing Inc,S-Corporation,39748-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3994418,,,7444 Leawood Street,"Papillion, NE 68046",Papillion,NE,68046,4027310474,,,,,Erickson Plumbing,10/1/2019,10/1/2018,Erickson Plumbing,Erickson Plumbing Inc.,S-Corporation,39944-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3289319,,,2902 Spruce Acres,"OGALLALA, NE 69153",OGALLALA,NE,69153,3082843283,,,,,ERTHUMS HEATING & COOLING INC,2/1/2020,2/1/2019,ERTHUMS HEATING & COOLING INC,"ERTHUM'S HEATING & COOLING, INC",Corporation,32893-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2954518,,,2505 E 23RD AVE S,"FREMONT, NE 68025",FREMONT,NE,68025,4027216288,,,,,"EVERLY PLUMBING & HEATING, INC",8/1/2019,8/1/2018,"EVERLY PLUMBING & HEATING, INC","EVERLY PLUMBING & HEATING, INC",Corporation,29545-18,14,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9129718,,,PO Box 2773,"Sioux City, IA 51106",Sioux City,IA,51106,7122238101,,,,,Excel Comfort Incorporated,11/30/2019,11/30/2018,Excel Comfort Incorporated,,S-Corporation,91297-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3678419,,,9629 Saint Clement Circle,"Lincoln, NE 68526",Lincoln,NE,68526,4024160100,,,,,"Excel Plumbing, LLC",4/15/2020,4/15/2019,"Excel Plumbing, LLC",,S-Corporation,36784-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2821718,,,17410 STORAGE ROAD,"OMAHA, NE 68136",,,,,,,,,"EXPRESS PLUMBING, INC.",6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/4554318,,,605 W 14TH ST,"SCOTTSBLUFF, NE 69361",SCOTTSBLUFF,NE,69361,3086323115,,,,,Exsellent Plumbing LLC,6/20/2019,6/20/2018,Exsellent Plumbing LLC,,LLC,45543-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4688619,,,PO Box 525,"Boys Town, NE 68010",Boys Town,NE,68010,4025043447,,,,,Exspurt Plumbing Inc.,1/1/2020,1/1/2019,Exspurt Plumbing Inc.,Exspurt Plumbing Inc.,S-Corporation,46886-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2829218,,,208 W,Front St,Alda,NE,68810,3083911905,,,,,EXTREME PLUMBING COMPANY LLC,6/1/2019,6/1/2018,EXTREME PLUMBING COMPANY LLC,EXTREME PLUMBING COMPANY LLC,Sole Proprietorship,28292-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2138718,,,8506 S,117TH STREET,LAVISTA,NE,68128,4027312727,,,,,"EYMAN PLUMBING, INC.",9/15/2019,9/15/2018,"EYMAN PLUMBING, INC.","EYMAN PLUMBING, INC.",Corporation,21387-18,113,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2880218,,,2415 N 150TH AVE,"OMAHA, NE 68116",OMAHA,NE,68116,4024937802,,,,,EZ RAIN SPRINKLER SYSTEMS INC,7/1/2019,7/1/2018,EZ RAIN SPRINKLER SYSTEMS INC,EZ RAIN SPRINKLER SYSTEMS INC,Corporation,28802-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4488719,,,5723 NW 10th street,"Lincoln, NE 68521",Lincoln,NE,68521,4026175037,,,,,F&M HEATING AND AIR,1/1/2020,1/1/2019,F&M HEATING AND AIR,,Sole Proprietorship,44887-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4699819,,,PO Box 165,"Chambers, NE 68725",Chambers,NE,68725,4023408722,,,,,"Fahrenholz Services, Inc.",2/1/2020,2/1/2019,"Fahrenholz Services, Inc.",,Sole Proprietorship,46998-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2253018,,,4520 N 48 ST,"LINCOLN, NE 68504",LINCOLN,NE,68504,4024667437,,,,,FALCON HEATING & AIR CONDITIONING,12/15/2019,12/15/2018,FALCON HEATING & AIR CONDITIONING,FALCON HEATING & AIR CONDITIONING INC.,S-Corporation,22530-18,22,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3319918,,,703 W,3rd STREET,ALLIANCE,NE,69301,3087622370,,,,,"Faris Plumbing, Heating, and Panhandle Soft Water Inc.",8/1/2019,8/1/2018,"Faris Plumbing, Heating, and Panhandle Soft Water Inc.","Faris Plumbing, Heating, and Panhandle Soft Water Inc.",S-Corporation,33199-18,6,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2838218,,,405 WEST 6TH,"SIOUX CITY, IA 51103",SIOUX CITY,IA,51103,7122333005,,,,,FARRELLS HEATING & AIR COND INC,7/1/2019,7/1/2018,FARRELLS HEATING & AIR COND INC,,Corporation,28382-18,25,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2816918,,,1024 5TH RD,"CHAPMAN, NE 68827",,,,,,,,,FENSTER PLUMBING LLC,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/2869618,,,P.O,"BOX 1934, 104 E",KEARNEY,NE,68848-1934,3082342141,,,,,FIDDELKE HEATING & A/C INC,7/1/2019,7/1/2018,FIDDELKE HEATING & A/C INC,FIDDELKE HEATING & A/C INC,S-Corporation,28696-18,21,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4710819,,,11428 W Lakeshore DR,"Blair, NE 68008",Blair,NE,68008,4027079464,,,,,Finish Line Plumbing,2/15/2020,2/15/2019,Finish Line Plumbing,,LLC,47108-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2527418,,,4717 South 500 West,"Salt Lake City, UT 84123",Salt Lake City,UT,84123,8012623329,,,,,"FIRE ENGINEERING CO., INC.",11/15/2019,11/15/2018,"FIRE ENGINEERING CO., INC.","FIRE ENGINEERING CO., INC.",Corporation,25274-18,130,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9588118,,,PO BOX 96,"O'NEILL, NE 68763",O'NEILL,NE,68763,4023363729,,,,,FISHER'S PLUMBING & HEATING,11/15/2019,11/15/2018,FISHER'S PLUMBING & HEATING,,Sole Proprietorship,95881-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4486919,,,P.O,Box 460701,Papillion,NE,68046,4027638812,,,,,Five Star Plumbing and Drain Inc,1/1/2020,1/1/2019,Five Star Plumbing and Drain Inc,,S-Corporation,44869-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/7270119,,,Po box 6726,"Lincoln, NE 68506",Lincoln,NE,68506,4026013941,,,,,Folmerservice,4/9/2020,4/9/2019,Folmerservice,,Sole Proprietorship,72701-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3142418,,,322 W 7TH ST,"SIOUX CITY, IA 51103",SIOUX CITY,IA,51103,7122583388,,,,,FOULK BROTHERS PLBG & HTG,11/1/2019,11/1/2018,FOULK BROTHERS PLBG & HTG,,Corporation,31424-18,31,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2806318,,,818 AVENUE F,"GOTHENBURG, NE 69138",,,,,,,,,FRANZEN INC.,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/3287018,,,5602 Grace Lane,"Lincoln, NE 68527",Lincoln,NE,68527,4024994067,,,,,FRANZEN PLUMBING LLC,6/15/2019,6/15/2018,FRANZEN PLUMBING LLC,,LLC,32870-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2138818,,,6596 S,118TH STREET,OMAHA,NE,68137,4028953030,,,,,FRED'S HEATING & AIR,9/1/2019,9/1/2018,FRED'S HEATING & AIR,FRED'S HEATING & AIR CONDITIONING,S-Corporation,21388-18,46,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/8564818,,,106 Main St,"Hospers, IA 51238",Hospers,IA,51238,7127528525,,,,,"Fred's Plumbing & Heating, INC",7/24/2019,7/24/2018,"Fred's Plumbing & Heating, INC","Fred's Plumbing & Heating, INC",S-Corporation,85648-18,31,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3287618,,,251 LITTLE FALLS DRIVE,"Wilmington, DE 19808",Wilmington,DE,19808,3178630007,,,,,FREIJE-RSC,6/15/2019,6/15/2018,FREIJE-RSC,REFRIGERATION SYSTEMS COMPANY,Corporation,32876-18,200,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3047218,,,44 AVE 80,"STAPLETON, NE 69163",STAPLETON,NE,69163,3086362513,,,,,FREY'S HEATING & AIR INC,8/1/2019,8/1/2018,FREY'S HEATING & AIR INC,,Corporation,30472-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/1095218,,,PO Box 37,"Brainard, NE 68626",Brainard,NE,68626,4025452811,,,,,Frontier Cooperative Company,9/25/2019,9/25/2018,Frontier Cooperative Company,,Corporation,10952-18,189,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3414119,,,3800 S Federal Blvd,"Englewood, CO 80110",Englewood,CO,80110,3038065400,,,,,Frontier Mechanical Inc.,3/1/2020,3/1/2019,Frontier Mechanical Inc.,Frontier Mechanical Inc.,Corporation,34141-19,149,Certificate on File
